Keyword,Software_Package,Identifier,Highlight,Citation,Bibcode,Alternate Bibcode,BibGroup,Publisher,Article_ID,DOI,Pub. Year,Author,Title
AstroBlend,AstroBlend,0,"of this article.)Fig.9Isocontours generated with <em>AstroBlend</em> can be used in 3D printing. The isodensity contour Here, I present <em>AstroBlend,</em> an open-source Python library for use within the three dimensional modeling artists, in recent years it has also become a tool for visualizing astrophysical datasets. <em>AstroBlend</em> #x2014; www.<em>astroblend</em>.com #x2014; has been developed which includes tutorials, and a gallery of example",FALSE,2016A&C....15...50N,2016arXiv160203178N,CfA,Astronomy and Computing,2016arXiv160203178N|2016A&C....15...50N|10.1016/j.ascom.2016.02.002|10.1016/j.ascom.2016.02.002|arXiv:1602.03178|2016arXiv160203178N,10.1016/j.ascom.2016.02.002,2016,"Naiman, J. P.",AstroBlend: An astrophysical visualization package for Blender
AstroBlend,AstroBlend,0,"From that perspective, recent efforts like frelled (Taylor 2015) and <em>astroblend</em> (Naiman 2016) aiming at bringing blender or not, whether tools such as <em>astroblend</em> and frelled will become increasingly popular within our community,",TRUE,2017PASP..129e8012V,2016arXiv161103862V,,Publications of the Astronomical Society of the Pacific,2016arXiv161103862V|2017PASP..129e8012V|10.1088/1538-3873/129/975/058012|10.1088/1538-3873/129/975/058012|2016arXiv161103862V|arXiv:1611.03862,10.1088/1538-3873/129/975/058012,2017,"Vogt, Frédéric P. A.",Linking the X3D Pathway to Integral Field Spectrographs: YSNR 1E 0102.2-7219 in the SMC as a Case Study
AstroBlend,AstroBlend,0,"-passing the X3D file format altogether), we refer the interested reader to the <em>astroblend</em> project.26 26 http:&#x2F;&#x2F;www.<em>astroblend</em>",FALSE,2016ApJ...818..115V,2015arXiv151002796V,,The Astrophysical Journal,2015arXiv151002796V|2016ApJ...818..115V|10.3847/0004-637X/818/2/115|10.3847/0004-637X/818/2/115|arXiv:1510.02796|2015arXiv151002796V,10.3847/0004-637X/818/2/115,2016,"Vogt, Frédéric P. A.",Advanced Data Visualization in Astrophysics: The X3D Pathway
AstroBlend,AstroBlend,0,"AstroBlend6 6 <em>www.astroblend.com&#x2F;</em> , developed by Naiman (2016), provides further tools to import",TRUE,2017PASP..129e8010G,2016arXiv161106965G,,Publications of the Astronomical Society of the Pacific,2016arXiv161106965G|2017PASP..129e8010G|10.1088/1538-3873/129/975/058010|10.1088/1538-3873/129/975/058010|2016arXiv161106965G|arXiv:1611.06965,10.1088/1538-3873/129/975/058010,2017,"Gárate, Matías",Voxel Datacubes for 3D Visualization in Blender
AstroBlend,AstroBlend,0,on Big Data from Space (BiDS 2014)2014232235Naiman <em>(2016)NaimanJ.P.AstroBlend:</em> An astrophysical,TRUE,2017A&C....19...45P,2017arXiv170306651P,,Astronomy and Computing,2017arXiv170306651P|2017A&C....19...45P|10.1016/j.ascom.2017.03.004|arXiv:1703.06651|2017arXiv170306651P|10.1016/j.ascom.2017.03.004,10.1016/j.ascom.2017.03.004,2017,"Punzo, D.",SlicerAstro: A 3-D interactive visual analytics tool for HI data
astroblend.com,AstroBlend,0,"#x2014; www.<em>astroblend.com</em> #x2014; has been developed which includes tutorials, and a gallery of example on the AstroBlend website#x2019;s #x201c;Getting Started#x201d; page.1212http:&#x2F;&#x2F;www.<em>astroblend.com</em> here: <em>http:&#x2F;&#x2F;www.astroblend.com&#x2F;tutorials&#x2F;tutorial_callingytdirectly.html.</em> The parameters used in generating AMR surfaces and SPH point clouds determine the shape and color through these external formats is relegated to the online tutorials found on www.<em>astroblend.com</em>",FALSE,2016A&C....15...50N,2016arXiv160203178N,CfA,Astronomy and Computing,2016arXiv160203178N|2016A&C....15...50N|10.1016/j.ascom.2016.02.002|10.1016/j.ascom.2016.02.002|arXiv:1602.03178|2016arXiv160203178N,10.1016/j.ascom.2016.02.002,2016,"Naiman, J. P.",AstroBlend: An astrophysical visualization package for Blender
astroblend.com,AstroBlend,0,"-passing the X3D file format altogether), we refer the interested reader to the astroblend project.26 26 http:&#x2F;&#x2F;www.<em>astroblend.com</em>",FALSE,2016ApJ...818..115V,2015arXiv151002796V,,The Astrophysical Journal,2015arXiv151002796V|2016ApJ...818..115V|10.3847/0004-637X/818/2/115|10.3847/0004-637X/818/2/115|arXiv:1510.02796|2015arXiv151002796V,10.3847/0004-637X/818/2/115,2016,"Vogt, Frédéric P. A.",Advanced Data Visualization in Astrophysics: The X3D Pathway
astroblend.com,AstroBlend,0,"AstroBlend6 6 <em>www.astroblend.com&#x2F;</em> , developed by Naiman (2016), provides further tools to import",TRUE,2017PASP..129e8010G,2016arXiv161106965G,,Publications of the Astronomical Society of the Pacific,2016arXiv161106965G|2017PASP..129e8010G|10.1088/1538-3873/129/975/058010|10.1088/1538-3873/129/975/058010|2016arXiv161106965G|arXiv:1611.06965,10.1088/1538-3873/129/975/058010,2017,"Gárate, Matías",Voxel Datacubes for 3D Visualization in Blender
AstroPy,AstroPy,0,"and ecosystem built around a shared foundation. The <em>Astropy</em> project has grown to become such a community for Python astronomy software, and the <em>astropy</em> core package has become this shared foundation. The development of the <em>astropy</em> core package began as a largely community-driven effort to standardize core users. The <em>Astropy</em> Project aims to provide an open-source and open-development core package <em>(astropy)</em>",TRUE,2018AJ....156..123A,2018arXiv180102634T|2018AJ....156..123T,Leiden Observatory|Spitzer|CfA,The Astronomical Journal,2018arXiv180102634T|2018AJ....156..123T|2018AJ....156..123A|10.3847/1538-3881/aabc4f|2018arXiv180102634T|2018AJ....156..123T|arXiv:1801.02634|10.3847/1538-3881/aabc4f,10.3847/1538-3881/aabc4f,2018,Astropy Collaboration,The Astropy Project: Building an Open-science Project and Status of the v2.0 Core Package
AstroPy,AstroPy,0,"and reproducibility. Motivated by these issues, the <em>Astropy</em> project was started in 2011 out of a desire and to date, over 200 individuals are signed up to the development mailing list for the <em>Astropy</em> project2. One of the primary aims of the <em>Astropy</em> project is to develop a core <em>astropy</em> package that covers clustering). In addition, the <em>Astropy</em> project includes work on more specialized Python packages",FALSE,2013A&A...558A..33A,2013arXiv1307.6212T,CfA,Astronomy and Astrophysics,2013arXiv1307.6212T|2013A&A...558A..33A|10.1051/0004-6361/201322068|arXiv:1307.6212|10.1051/0004-6361/201322068|2013arXiv1307.6212T,10.1051/0004-6361/201322068,2013,Astropy Collaboration,Astropy: A community Python package for astronomy
AstroPy,AstroPy,0,Investigating interoperability of the LSST Data Management software stack with <em>Astropy</em> Tim to pipeline environments and distributed process execution. The <em>Astropy</em> project began in 2011 as an attempt since it has begun and has grown to be the de facto standard for Python software in astronomy. <em>Astropy</em> brings software stack will expect it to be fully interoperable with <em>Astropy.</em> In this paper we describe,FALSE,2016SPIE.9913E..0GJ,,,Software and Cyberinfrastructure for Astronomy IV,2016SPIE.9913E..0GJ|10.1117/12.2231313|10.1117/12.2231313,10.1117/12.2231313,2016,"Jenness, Tim",Investigating interoperability of the LSST data management software stack with Astropy
AstroPy,AstroPy,0,"and P. Forshay, eds. c 2014 Astronomical Society of the Pacific <em>Astropy:</em> Building Blocks 21218, USA Abstract. The <em>Astropy</em> Project is a community effort to develop an open source Python package to foster interoperability. The project encompasses the “core” <em>astropy</em> Python package, “affiliated packages” that strive to implement <em>Astropy</em>’s coding standards and interoperability with other affiliated packages,",FALSE,2014ASPC..485..343B,2014adass..23..343B,,Astronomical Data Analysis Software and Systems XXIII,2014adass..23..343B|2014ASPC..485..343B|2014adass..23..343B,,2014,"Bray, E. M.",Astropy: Building Blocks for Astronomy Software
AstroPy,AstroPy,0,"THE <em>ASTROPY</em> PROBLEM Demitri Muna1,2 , Michael Alexander, Alice Allen3 , Richard Ashley4 , Daniel The <em>Astropy</em> Project <em>(http:&#x2F;&#x2F;astropy.org)</em> is, in its own words, “a community effort to develop a single core This is not an official paper of nor officially endorsed by the <em>Astropy</em> Project, rather it is a reflection ago (and some even older). 1.2. Enter <em>Astropy</em> Actually, that last statement is not true; there are two new, notable",TRUE,2016arXiv161003159M,,,arXiv e-prints,2016arXiv161003159M|arXiv:1610.03159,,2016,"Muna, Demitri",The Astropy Problem
AstroPy,AstroPy,0,"-level gamma-ray data analysis built on Numpy, Scipy and <em>Astropy.</em> It enables us to analyze gamma-ray data ST, built on the scientific Python stack and <em>Astropy</em> [1], optionally using Sherpa [2, 3, 4] community came together and created the",FALSE,2017ICRC...35..766D,2017arXiv170901751D|2017PoS...301..766D,,International Cosmic Ray Conference,2017arXiv170901751D|2017PoS...301..766D|2017ICRC...35..766D|2017arXiv170901751D|arXiv:1709.01751|2017PoS...301..766D,,2017,"Deil, C.",Gammapy - A prototype for the CTA science tools
AstroPy,AstroPy,0,"Friedel, ed. c 2013 Astronomical Society of the Pacific The <em>Astropy</em> Project: A Community Python Library for Astrophysics Erik J. Tollerud,1 Perry E. Greenfield,2 Thomas P. Robitaille,3 and the <em>Astropy</em> Developers 1 17, Heidelberg 69117, Germany Abstract. I introduce and describe progress on <em>Astropy,</em> a large, incompatible. This led to the creation (in fall 2011) of <em>Astropy</em> <em>(http:&#x2F;&#x2F;www.astropy.org),</em> an effort to foster",TRUE,2013ASPC..475..241T,2013adass..22..241T,,Astronomical Data Analysis Software and Systems XXII,2013adass..22..241T|2013ASPC..475..241T|2013adass..22..241T,,2013,"Tollerud, E. J.",The Astropy Project: A Community Python Library for Astrophysics
AstroPy,AstroPy,0,"1. Introduction The <em>Astropy</em> Project is a community effort to develop a common core package for astronomy in Python and to foster an ecosystem of interoperable astronomy packages. The <em>astropy</em> core with the tools available in <em>astropy,</em> see <em>Astropy</em> Collaboration et al. (2013) or the online documentation.12 12 http:&#x2F;&#x2F;docs.<em>astropy</em>.org There are several practical algorithms useful for observation planning",TRUE,2018AJ....155..128M,2017arXiv171209631M,CfA,The Astronomical Journal,2017arXiv171209631M|2018AJ....155..128M|10.3847/1538-3881/aaa47e|arXiv:1712.09631|2017arXiv171209631M|10.3847/1538-3881/aaa47e,10.3847/1538-3881/aaa47e,2018,"Morris, Brett M.",astroplan: An Open Source Observation Planning Package in Python
AstroPy,AstroPy,0,"at http:&#x2F;&#x2F;unyt.readthedocs.io&#x2F;en&#x2F;latest&#x2F;. Comparison with Pint and <em>astropy</em>.units The scientific Python ecosystem has a long history libraries for handling units in this paper, we will focus on Pint (Grecco 2018) and <em>astropy</em>.units (The <em>Astropy</em> Collaboration et al. 2018), which both provide a robust implementation of an array container for import <em>astropy</em>.units returns approximately 10,500 results and a search for import pint returns",TRUE,2018JOSS....3..809G,2018arXiv180602417G|2018JOSS....3..809J,,The Journal of Open Source Software,2018arXiv180602417G|2018JOSS....3..809J|2018JOSS....3..809G|10.21105/joss.00809|2018arXiv180602417G|10.21105/joss.00809|arXiv:1806.02417|2018JOSS....3..809J,10.21105/joss.00809,2018,"Goldbaum, Nathan J.","unyt: Handle, manipulate, and convert data with units in Python"
AstroPy,AstroPy,0,"PyVO and VOClient. PyVO is built on the widely-used <em>Astropy</em> package and is well suited for integrating and has fueled scientific review of code and, subsequently, its rapid improvement <em>(Astropy</em> Collaboration et al. called PyVO, is a pure Python implementation built on the <em>Astropy</em> library <em>(Astropy</em> Collaboration et al. pyvo). It requires Python 2.6 or later (including Python 3) as well the <em>Astropy</em> and Numpy libraries.",TRUE,2014ASPC..485...23P,2014adass..23...23P,,Astronomical Data Analysis Software and Systems XXIII,2014adass..23...23P|2014ASPC..485...23P|2014adass..23...23P,,2014,"Plante, R.",Accessing the VO with Python
AstroPy,AstroPy,0,":&#x2F;&#x2F;github.com&#x2F;gammapy&#x2F;gammapy under the open-source BSD license) is a new in-development <em>Astropy</em> affiliated package for high such as <em>Astropy,</em> Sherpa and Naima to provide a flexible set of tools for ?-ray astronomers. We present an overview infrastructure has been improved and it has been accepted as an in-development <em>Astropy</em>-affiliated package. on the scientific Python stack. We employ Numpy and <em>Astropy</em> [4] as main dependencies and integrate other packages",FALSE,2015ICRC...34..789D,2015PoS...236..789D|2015arXiv150907408D,,34th International Cosmic Ray Conference (ICRC2015),2015PoS...236..789D|2015arXiv150907408D|2015ICRC...34..789D|arXiv:1509.07408|2015PoS...236..789D|2015arXiv150907408D,,2015,"Donath, A.",Gammapy: An open-source Python package for gamma-ray astronomy
AstroPy,AstroPy,0,"on the open source community project <em>astropy</em> <em>(Astropy</em> Collaboration 2013). The modeling subpackage are combined into complex ones using the operators and rules defined in <em>astropy.modeling.</em> The composition of transforms, each one evaluated on all inputs. Finally, the <em>astropy</em> . modeling framework is extendable by to other standard coordinate systems using <em>astropy.</em> coordinates and <em>astropy</em> . units. The WCS object provides access",TRUE,2017ASPC..512..609D,2018ASPC..512..609D|2017adass..25..609D,,Astronomical Data Analysis Software and Systems XXV,2018ASPC..512..609D|2017adass..25..609D|2017ASPC..512..609D|2018ASPC..512..609D|2017adass..25..609D,,2017,"Dencheva, N.",GWCS: A Library for Managing World Coordinate Systems
AstroPy,AstroPy,0,"for the same input parameters). Astropy3 3 https:&#x2F;&#x2F;github.com&#x2F;<em>astropy&#x2F;astropy</em>&#x2F;pull&#x2F;6861 has a barycentric upon the Leap second management in <em>Astropy.</em> Since the Essential Routines for Fundamental Astronomy (ERFA) library that <em>Astropy</em> uses for this purpose has deliberately been kept similar to the Standards of Fundamental Astronomy (SOFA) standard, leap seconds are hard-coded into the <em>Astropy</em> source code.",TRUE,2018RNAAS...2a...4K,2018RNAAS...2....4K|2018arXiv180101634K,,Research Notes of the American Astronomical Society,2018RNAAS...2....4K|2018arXiv180101634K|2018RNAAS...2a...4K|10.3847/2515-5172/aaa4b7|arXiv:1801.01634|10.3847/2515-5172/aaa4b7|2018arXiv180101634K|2018RNAAS...2....4K,10.3847/2515-5172/aaa4b7,2018,"Kanodia, Shubham",Python Leap Second Management and Implementation of Precise Barycentric Correction (barycorrpy)
AstroPy,AstroPy,0,"a FITS file into HDFITS files. This utility is written in Python, and uses the <em>astropy</em> (ascl:1304.002, <em>Astropy</em> Collaboration etal., 2013) library for FITS I&#x2F;O, and h5py66http:&#x2F;&#x2F;www.h5py.org&#x2F;. library for HDF5 These objects are subclasses of the astropyNDData and Table classes. The <em>astropy</em> library is designed to create For legacy reasons, the <em>astropy</em> FITS handling routines do not directly read into these abstract classes,",TRUE,2015A&C....12..212P,2015arXiv150506421P,CfA,Astronomy and Computing,2015arXiv150506421P|2015A&C....12..212P|10.1016/j.ascom.2015.05.001|2015arXiv150506421P|arXiv:1505.06421|10.1016/j.ascom.2015.05.001,10.1016/j.ascom.2015.05.001,2015,"Price, D. C.",HDFITS: Porting the FITS data model to HDF5
AstroPy,AstroPy,0,"other astronomy projects such as <em>Astropy</em>(Robitaille et al., 2013).Some features do not produce the expected et al., 2011, and Anderson#x2013;DarlingKim et al., 2009).5.5Integration with <em>astropy</em> and other dependenciesThe homepage of the Astropy2727http:&#x2F;&#x2F;www.<em>astropy</em>.org.project(Robitaille et al., 2013) states the following.The <em>Astropy</em> Project is a community effort to develop a core package for astronomy",TRUE,2018A&C....25..213C,2018arXiv180902154C,,Astronomy and Computing,2018arXiv180902154C|2018A&C....25..213C|10.1016/j.ascom.2018.09.005|10.1016/j.ascom.2018.09.005|2018arXiv180902154C|arXiv:1809.02154,10.1016/j.ascom.2018.09.005,2018,"Cabral, J. B.",From FATS to feets: Further improvements to an astronomical feature extraction tool based on machine learning
AstroPy,AstroPy,0,"and <em>Astropy.</em> In the following we discuss the design of the Plyades data model and conclude ]) * <em>astropy</em>.units.km iss_v = numpy.array([ -3.641793088, -5.665088604, 3.679500667, ]) * <em>astropy.units.km&#x2F;astropy</em>.units.s iss_t = <em>astropy.time.Time(’2015-08-28T12:00:00.000’)</em> frame = ’ECI’ body = plyades.bodies.EARTH iss functionality from the <em>Astropy</em> package [ASP13] while the timestamp (iss_t) is an <em>Astropy</em> Time object.",TRUE,2016arXiv160700849E,,,arXiv e-prints,2016arXiv160700849E|arXiv:1607.00849,,2016,"Eichhorn, Helge",Plyades: A Python Library for Space Mission Design
AstroPy,AstroPy,0,"of <em>Astropy</em> <em>(Astropy</em> Collaboration et al. 2013), a project with the express goal of providing a single core simulation. Halotools is an affiliated package23 23 http:&#x2F;&#x2F;www.<em>astropy</em>.org&#x2F;affiliated of <em>Astropy.</em> Affiliated packages are not part of the <em>Astropy</em> core package, but extend the core with typically more domain has been written in fully public view on <em>https:&#x2F;&#x2F;github.com&#x2F;astropy&#x2F;halotools,</em> in the spirit of open science.",TRUE,2017AJ....154..190H,2016arXiv160604106H,CfA,The Astronomical Journal,2016arXiv160604106H|2017AJ....154..190H|10.3847/1538-3881/aa859f|2016arXiv160604106H|10.3847/1538-3881/aa859f|arXiv:1606.04106,10.3847/1538-3881/aa859f,2017,"Hearin, Andrew P.",Forward Modeling of Large-scale Structure: An Open-source Approach with Halotools
AstroPy,AstroPy,0,"are labelled as such by means of the <em>astropy</em>.units package. 2.1. nfw The nfw module contains a single class_crit is in ;though, the actual inclusion of the <em>astropy</em>.units on these variables is optional. The user will probably <em>astropy.cosmology.Planck13.</em> However, the user can specify alternative cosmological parameters. For calculating concentration Cosmology can also be specified upon instantiation, by setting the cosmology keyword to be any <em>astropy</em>",FALSE,2016AJ....152..228F,2016arXiv160505700F,,The Astronomical Journal,2016arXiv160505700F|2016AJ....152..228F|10.3847/1538-3881/152/6/228|10.3847/1538-3881/152/6/228|2016arXiv160505700F|arXiv:1605.05700,10.3847/1538-3881/152/6/228,2016,"Ford, Jes",Cluster-lensing: A Python Package for Galaxy Clusters and Miscentering
AstroPy,AstroPy,0,"facto astronomy python project <em>astropy</em> <em>(Astropy</em> Collaboration etal., 2013) and its affiliated packages the astronomical tools of <em>astropy,</em> and the convenience of doing it all in a single framework built on existing the available file types to FITS tables, VOTables, and all of the other file formats that can be read from <em>astropy</em> pandas or any affiliated packages (for example FITS binary tables with astro-toyz and <em>astropy</em>",TRUE,2015A&C....13...50M,2015arXiv150608930M,,Astronomy and Computing,2015arXiv150608930M|2015A&C....13...50M|10.1016/j.ascom.2015.10.001|10.1016/j.ascom.2015.10.001|2015arXiv150608930M|arXiv:1506.08930,10.1016/j.ascom.2015.10.001,2015,"Moolekamp, F.",Toyz: A framework for scientific analysis of large datasets and astronomical images
AstroPy,AstroPy,0,"in the context of the <em>astropy</em> quantity and unit framework • casa-python to enable installation = SpectralCube.read(’SgrB2_a_03_7M.H2CS303-202.image’) # Change units: &gt; from <em>astropy</em> import units as u &gt; vcube = cube.with_spectral_unit(u.km&#x2F;u.s,-beam The radio-beam package provides a wrapper around a beam unit in the <em>astropy</em> units framework. It includes with CASA’s internal packages. Example - Install <em>astropy</em> into your CASA environment: &gt; casa-pip install",TRUE,2015ASPC..499..363G,,,Revolution in Astronomy with ALMA: The Third Year,2015ASPC..499..363G,,2015,"Ginsburg, A.","Radio Astronomy Tools in Python: Spectral-cube, pvextractor, and more"
AstroPy,AstroPy,0,"support for Python 2 no later than 2020,1 including <em>Astropy</em> <em>(Astropy</em> Collaboration 2013), pandas, 2018. This timeline is consistent with the release of <em>Astropy</em> v3.0; their first release without Python and in-kind support from LSSTC Institutional Members. References <em>Astropy</em> Collaboration 2013, A&amp;A, 558, A33 com&#x2F;<em>astropy</em>&#x2F;<em>astropy</em>-APEs&#x2F;blob&#x2F;master&#x2F;APE10.rst Thomas, S. J., Chandrasekharan, S., Lotz, P., Xin, B.,",TRUE,2017arXiv171200461J,,,arXiv e-prints,2017arXiv171200461J|arXiv:1712.00461,,2017,"Jenness, Tim",Modern Python at the Large Synoptic Survey Telescope
AstroPy,AstroPy,0,"the release of a module for the Astroquery package (part of the <em>Astropy</em> package, The <em>Astropy</em> Collaboration et al. 2018), available in the 0.3.8 release of Astroquery.9 9 https:&#x2F;&#x2F;github.com&#x2F;<em>astropy</em> described here return an <em>Astropy</em> table constructed from the returned CSV query. Users can also request can not be processed into an <em>Astropy</em> table.",TRUE,2018RNAAS...2b..27G,2018arXiv180410847G|2018RNAAS...2...27G,CfA,Research Notes of the American Astronomical Society,2018arXiv180410847G|2018RNAAS...2...27G|2018RNAAS...2b..27G|10.3847/2515-5172/aac2c8|2018arXiv180410847G|arXiv:1804.10847|10.3847/2515-5172/aac2c8|2018RNAAS...2...27G,10.3847/2515-5172/aac2c8,2018,"Guillochon, James",Open Astronomy Catalogs API
AstroPy,AstroPy,0,"data cube generation module. The library is developed in python, strongly rooted in <em>astropy</em> modules-learn and astroML. In the near future, we plan to propose ACALib as an <em>astropy</em> affiliated package, and to create Indeed, the library is strongly based on <em>Astropy</em> (Robitaille et al. 2013) and uses vectorized computations through all the other modules. AData is an extension of <em>astropy</em> NDData class, that uses vectorized masked arrays for storing",TRUE,2017ASPC..512..261S,2017adass..25..261S|2018ASPC..512..261S,,Astronomical Data Analysis Software and Systems XXV,2017adass..25..261S|2018ASPC..512..261S|2017ASPC..512..261S|2017adass..25..261S|2018ASPC..512..261S,,2017,"Solar, M.",The ChiVO Library: Advanced Computational Methods for Astronomy
AstroPy,AstroPy,0,"projects in other disciplines, such as <em>AstroPy</em> <em>Astropy</em> Collaboration et al., ) has been repeatedly MIT https:&#x2F;&#x2F;github.com&#x2F;aburrell&#x2F;apexpy <em>Astropy</em> BSD http:&#x2F;&#x2F;www.<em>astropy</em>.org CDFlib MIT https similar to <em>Astropy</em> (described in section ), for space science Python tools (Burrell et al., community has expressed a desire to create a unified framework, similar to <em>Astropy,</em> for space science",TRUE,2018JGRA..12310384B,2019arXiv190100143B,,Journal of Geophysical Research (Space Physics),2019arXiv190100143B|2018JGRA..12310384B|10.1029/2018JA025877|arXiv:1901.00143|2019arXiv190100143B|10.1029/2018JA025877,10.1029/2018JA025877,2018,"Burrell, A. G.",Snakes on a Spaceship—An Overview of Python in Heliophysics
AstroPy,AstroPy,0,"until 2017. We have since replaced that software with completely new software based on Python and the <em>AstroPy</em> of predicted slopes at the SH aperture positions. This 1 2 https:&#x2F;&#x2F;github.com&#x2F;<em>astropy</em>&#x2F;ccdproc https:&#x2F;&#x2F;github.com&#x2F;<em>astropy</em> and in standalone web applications. • Leverages use of <em>AstroPy</em> Tables and Units where applicable. Uses <em>AstroPy</em> (2007). 5 <em>Astropy</em> Collaboration, T. P. Robitaille, E. J. Tollerud, et al., “<em>Astropy:</em> A community Python",TRUE,2018SPIE10700E..65P,,,Society of Photo-Optical Instrumentation Engineers (SPIE) Conference Series,2018SPIE10700E..65P|10.1117/12.2313091|10.1117/12.2313091,10.1117/12.2313091,2018,"Pickering, T. E.",Upgraded wavefront sensor control and analysis software for the MMT Observatory
AstroPy,AstroPy,0,"interface is available. The interface is created as a module of Astroquery,1212http:&#x2F;&#x2F;www.<em>astropy</em>.org&#x2F;astroquery.(Ginsberg et al., 2018) which is an astropy1313http:&#x2F;&#x2F;www.<em>astropy</em>.org.affiliated package <em>(Astropy</em> Collaboration, et al., 2013, 2018). This gives users direct access to the data hosted in ESASky either from <em>astropy</em> doi:10.5281&#x2F;zenodo.34493.<em>Astropy</em> Collaboration, et al. <em>(2013)Astropy</em> Collaboration, et <em>al.Astropy:</em>",TRUE,2018A&C....24...97G,2018arXiv181110459G,,Astronomy and Computing,2018arXiv181110459G|2018A&C....24...97G|10.1016/j.ascom.2018.05.002|arXiv:1811.10459|2018arXiv181110459G|10.1016/j.ascom.2018.05.002,10.1016/j.ascom.2018.05.002,2018,"Giordano, F.",ESASky: A science-driven discovery portal for space-based astronomy missions
AstroPy,AstroPy,0,"http:&#x2F;&#x2F;astrofrog.github.io&#x2F;blog&#x2F;2015&#x2F;05&#x2F;09&#x2F;2015-survey-results&#x2F; 1 2 Jenness from migrating to a more modern Python. (c) <em>Astropy</em> <em>(Astropy</em> Collaboration 2013) to integrate <em>Astropy</em> into our pipelines code (Jenness et al. 2016). 2. Supporting Python 3 A key requirement at both six (used by <em>Astropy)</em> and future. We decided on future because the resulting code looks References <em>Astropy</em> Collaboration 2013, A&amp;A, 558, A33 Axelrod, T., Kantor, J., Lupton, R. H., &amp; Pierfederici,",TRUE,2016arXiv161100751J,,,arXiv e-prints,2016arXiv161100751J|arXiv:1611.00751,,2016,"Jenness, Tim",Porting the LSST Data Management Pipeline Software to Python 3
AstroPy,AstroPy,0,"which builds on the Python <em>Astropy</em>&#x2F;Astroplan library with several new user-defined constraints and a custom software, Python <em>Astropy&#x2F;Astroplan,</em> MMT Observatory 1. INTRODUCTION The 6.5 meter MMTO has numerous upon thhe Python-bassed, <em>Astropy</em>-aaffiliated Astroplan libbrary. Please see s the Astropyy [4] and Astrooplan [5, 6]-8 Astroplan builds upon <em>Astropy</em>’s ability to easily transform sky coordinates to altitude-azimuth coordinates",FALSE,2018SPIE10707E..10G,,,Society of Photo-Optical Instrumentation Engineers (SPIE) Conference Series,2018SPIE10707E..10G|10.1117/12.2309295|10.1117/12.2309295,10.1117/12.2309295,2018,"Gibson, J. Duane",Queue scheduling software at the MMTO
AstroPy,AstroPy,0,"and astronomical libraries like <em>Astropy</em> to produce a collection of high-level recipes capable of interpreting.1 The spectrum class A Spec1D spectrum is an <em>Astropy</em> Table with obligatory X and Y columns, wavelength and flux (maxima and minima) of the flux density; • de-reddening the spectrum using the <em>Astropy</em> Specutils extinction package.17 3.2 The line list class and the continuum class A Line list is an <em>Astropy</em> Table",TRUE,2018SPIE10707E..23C,,,Society of Photo-Optical Instrumentation Engineers (SPIE) Conference Series,2018SPIE10707E..23C|10.1117/12.2312093|10.1117/12.2312093,10.1117/12.2312093,2018,"Cupani, Guido",Astrocook: a thousand recipes to cook a spectrum
AstroPy,AstroPy,0,"and Metadata Collection RESOURCE LAYER SS DeCNS S I f`&gt; PROVIDERS Computation sx <em>AstroPY</em> I- -1 for Apache Spark, CASA, <em>Astropy</em> and ACALib. We are implementing these services on the Chi2AD as a parallel.medium class with 2 cores and 4 GB of RAM. Ch. API Stack PoecYx Spark (Erscuta) <em>Astropy</em> &#x2F;&#x2F; Nam 1 CA count(), Filter(), take() and Map(). On the other hand, the <em>Astropy</em> library was used for loading FITS",TRUE,2016SPIE.9913E..1GS,,,Software and Cyberinfrastructure for Astronomy IV,2016SPIE.9913E..1GS|10.1117/12.2232705|10.1117/12.2232705,10.1117/12.2232705,2016,"Solar, Mauricio",Cloud services on an astronomy data center
AstroPy,AstroPy,0,"the results of the MCMC run. naima uses the <em>astropy</em> package [2] extensively, most notably through the use of its physical unit module <em>astropy.units.</em> This allows users to define the input spectra and parameters in 2 PoS as a table with <em>astropy.io.ascii,</em> and passed 5 PoS(ICRC2015)922 2.5 2.4 2.3 2.2 2.1 2.0 1.9 1.8 1.7 1.6 0 and user friendly. naima makes use of <em>Astropy,</em> a community-developed core Python package for Astronomy",TRUE,2015ICRC...34..922Z,2015arXiv150903319Z|2015PoS...236..922Z,,34th International Cosmic Ray Conference (ICRC2015),2015arXiv150903319Z|2015PoS...236..922Z|2015ICRC...34..922Z|2015arXiv150903319Z|arXiv:1509.03319|2015PoS...236..922Z,,2015,"Zabalza, V.",Naima: a Python package for inference of particle distribution properties from nonthermal spectra
AstroPy,AstroPy,0,"application&#x2F;xmlComments on the Voigt function implementation in the <em>Astropy</em> and SpectraPlot in the <em>Astropy</em> and SpectraPlot.com packagesFranzSchreierfranz.schreier@dlr.deDLR #x2014; Deutsches Zentrum fr has been implemented in the #x201c;SpectraPlot.com#x201d; [15] and <em>#x201c;astropy#x201d;</em> [16] packages. in the line wings, see Fig.2.<em>astropy</em>.Voigt1D offers the partial derivatives based on analytical",FALSE,2018JQSRT.213...13S,2018arXiv180610338S,,Journal of Quantitative Spectroscopy and Radiative Transfer,2018arXiv180610338S|2018JQSRT.213...13S|10.1016/j.jqsrt.2018.03.019|arXiv:1806.10338|10.1016/j.jqsrt.2018.03.019|2018arXiv180610338S,10.1016/j.jqsrt.2018.03.019,2018,"Schreier, Franz",Comments on the Voigt function implementation in the Astropy and SpectraPlot.com packages
